,review title,job title,job location,date,description,pros,cons
446,Productive and determined,Supervisor de Planejamento de Manutenção,"Niquelândia, GO",05-Feb-16,"Empresa que valoriza o funcionário, com treinamentos, salário e beneficios. Contato entre todos os níveis de funções e realizado da maneira mais cordial possivel.",Relacionamento e Beneficios,Distância da empresa
447,Empresa com um ótimo ambiente de trabalho,acting she administrator,"Swartklip, LP",04-Feb-16,"working in safety department is great, i have gained a lot of experience since i got here and my manager gives me opportunities to study further if there are courses that i have to attend, the hardest part of my job is when i have to log an injury on the system and i cannot find all the information, the most enjoyable part is when am been applaud for doing a great job.",dont have free lunches,just normal hours
448,Challenging and diverse,Assistente Administrativo,"São Paulo, SP",03-Feb-16,"Empresa com ótimo ambiente de trabalho, colaboração em todas as áreas da empresa e fornece total apoio ao colaborador.", , 
449,fun work place with social programmes,Warehouse Controller,Angloamerican Union mine,03-Feb-16,Picking and posting materialsoperations in Managementteam work and instruction/ initiative co-workerslifting heavy materialsresolving quieries and satisfied customers,go on training or courses offered to better your knowledge,lomg hours sometimes
450,Very productive,Coordenador de Projeto,"Goiânia, GO",02-Feb-16,"Empresa com Metas e Objetivos bem direcionados, grande quantidade de áreas para trabalho, boa infraestrutura, permite o desenvolvimento do conhecimento geológico, implementação de novas técnicas, uso das mais avançadas tecnologias, tanto em equipamentos quanto em softwares.Projeto de Pesquisa realizado fora de Goiânia, no sudoeste do Pará, na região do Tapajós, Green Field em um milhão de hectares de áreas requeridas para exploração regional para cobre, o tipo de projeto feito apenas por empresa que tem visão aberta para novos tipos de depósitos e novas descobertas.","Alto Nivel da Equipe de Geologia, incluindo tanto geólogos e técnicos até a gerência, Procedimentos de Trabalho seguros, saúde, segurança e qualidade.",nenhum
451,"Ambiente agradável para trabalho, ótimo salário para estágiarios, confraternizações em datas comemorativas para a empresa.",Engenheira de Projeto / Processo Pleno,"Belo Horizonte, MG",02-Feb-16,"Empresa bem estruturada, equipe técnica multidisciplinar, segurança e saúde ocupacional é o maior valor da empresa.", , 
452,safey working place,ELECTRICIAN,"Kathu, Northern Cape",02-Feb-16,Safe working environmentCare grately for employeesExcellent fellow employeesGood working conditionsStrict obedience to the law requirements, , 
453,es un muy buena escuela laboral dado que su principal pilar es la seguridad de las personas,mining and development  sector underground,"Witbank, MP",02-Feb-16,"it would be to start off with our D.S.B where min targets , safety tips and so on are high lighted and we discuss the job tasks at hand . WE THEN GET TO KNOW AND FAMILIARIZE what is required of us as a team and then get ready for going underground an perform those tasks to the fullest extent of our experience and ensure the safety of ourselves and that of our colleagues",we work well as a team,the language barrier can be a problem sometimes
454,Deixou todos funcionários tristes com a venda dos ativos.,P2P Procurement Specialist,"London, ENG",27-Jan-16,"A great place to work, good atmosphere, flexible working hours. love helping others and improving business processes.",Free Lunches and flexible working hours, 
455,"mining industry , where diversity is encouraged",Ingeniero Senior PMO,"Santiago de Chile, RM",21-Jan-16,"Buen lugar para aprender sobre procedimientos de grandes empresas mineras. Aunque muchas veces cae en la burocracia.Con la baja del cobre la organización está muy estresada, impactando sobre el clima y concentración en el trabajo.",Gran empresa minera,Alto nivel de burocracia
456,Productive and Safe Work Environment,Management Accountant - Contractor,"Johannesburg, GP",20-Jan-16,"Very professional, tight deadlines to meet and still have to manage the teams requirements. Had to assist the non-accounting people with all their budget and expenditure queries and explain in detail to them", , 
457,productive,Job Satisfying,"Rustenburg, North West",14-Jan-16,This plant utilise highly sophisticated equipment and chemical processes for the refinement of Precious Group Metals (PGM`s). Safety of people enjoy the number one priority through the implementation of proper risk assessment and task specific procedures.Maintenance of equipment is done through combined SAP PM and a RCM (Reliable Centred Maintenance) program. Continual skill development of personal pave the way for an sustainable maintenance department to achieve the 95% plant availability target. On the end of the day it is pleasing to see that PGM`s was refined injury free and all people will unite with their families again. Proudly this plant is fatal free since its commissioning in 1989.,Management support.,Trade union interferences
458,"Excelente empresa, buen salario y beneficios",HRD-Officer,"Johannesburg, GP",14-Jan-16,"Begin a day by conducting safety meeting, demonstrate practical activities to learners and finally conduct the assessments. Capture training evidence on the system.Having to train the person who more experienced practically (RPL), as they tend to be resistant on the information provided to them, however at the end of the day i need to be strategic in order that we both agree on what is bestMy working environment is multicultural one, interacting with people from various backgrounds make the job even more interesting",attend women in mining celebration with other women from other mining houses, 
459,"Valores intransables, buen clima laboral, exigente",Lab Technician,"Johannesburg, GP",14-Jan-16,every working day starts with a short production meeting and safety meeting where people engage and remind each other about working safe and producing quality work,canteen,contractor for ten years
460,Empresa minera mundial,Tecnico de campo senior en geologia exploraciones,LIma peru,12-Jan-16,"Trabajar siempre viajando.lo que aprendí en la humildad y la seguridad donde vayas.los colegas muy amigables y buena comunicación.no hay difícil todo se puede.Es  viajar, caminar hacer trabajos de geología en diferentes sitios.",seguro medico privado, 
461,"Productive, challenging and Growth",Payroll Administrator,"Johannesburg, GP",11-Jan-16,working at Anglo has been both a challenge and a blessing.I have learned a lot from both my colleagues and supervisorone need to be fully focused on the job or else clients might end up being overpaid or even underpaid,free lunch,long hours during cost closings
462,Working in Multinational exploration company,Geologist,India,05-Aug-17,"Enjoyed while working in Multinational exploration company with overseas exploration expert. Learnt necessary software, exploration technique, behavior to work with foreigners.",work on scheduling,Multitasking
463,Productictive and challengin workplace,Payroll Officer,"Rustenburg, North West",11-Feb-15,I worked undergroung and theer was a lot of things that took place on a regular basis I could not handle. I did not learn anything as my heart was not really into the job. Management was full of people who felt entitled and did not want to be challenged. The hardest part about the job was going to the job and the most enjoyable thing for me was knocking off.,Monthly performance bonuses,06h00-15h30
464,Muitas atividades diárias,Médico do trabalho coordenador,"Kathu, NC",21-Aug-14,I enjoy working here as  everyday comes with its own challenges. I learned to  look and treaty every aspect of my duties independently.  I also managed to improve my leadership or management style by acting on my supervisors' positions occasionally.,Ability to learn every day and support from the colleagues,ninguno.
465,productive and frank,Senior Auto electrician,"Catalão, GO",19-Mar-13,"Após 17 anos na empresa, tendo passado por diversas reestruturações e processos de venda, sinto que é hora de trilhar um novo caminho. No final de 2015, o grupo anunciou novamente a intenção de vender seus negócios de Fosfato (da qual faço parte) e Nióbio devido a crise mundial de commodditties, e, neste cenário de incerteza, tomei a decisão de me deixar ouvir novas oportunidades. Sou muito grato à empresa pelo meu crescimento profissional durante todo este tempo, pois tive a oportunidade de conhecer outros países, novas culturas, aprender a fundo sobre o mundo da Mineração. Sinto também ter correspondido as expectativas uma vez que minha graduação em Engenharia Civil e minha pós-graduação em Finanças e Controladoria foram patrocinadas pela empresa. Fiz alguns cursos de capacitação e aperfeiçoamento. Tenho inglês avançado, sou Auditor de Qualidade para as norma ISO e OHSAS.A Anglo American é um excelente local para se trabalhar, tem um pacote de benefícios atraente, um excelente ambiente entre seus colaboradores.","Transporte, Restaurante, Plr",None
466,teamwork Accountability,Cost Accountant,"Thabazimbi, LP",16-Jul-13,"A typical day at work will be full of enjoyment for the work that i am doing, Its a job satisfaction that I am achieving when I complete a task. My hardest part of the job will be when the right tools for the job performing are not available to do the task.My most enjoyable part of the job is to learn more everyday.", ,everyday is a working day
467,Empresa com excelente ambiente e grandes possibilidades de crescimento profissional. Excelentes benefícios e salários.,Analista de Comunicação Sênior,"Copiapó, AT",22-Nov-13,"Un día típico de trabajo comienza a las 08:00 Hrs en la oficina revisando la información solicitada por sistema de correos, responder llamados telefónicos y comenzar revisando el status de los avances para el cumplimiento de la documentación que se lleva mensualmente del sistema integrado de gestión.Luego de recopilar la informacion se envian los correos respectivos a las personas que se encuentran pendientes.Se debe mantener actualizado la situación de licencias internas de los operadores y en caso de estar pronto su vencimiento, coordinar con las respectivas entidades las horas y visitas para dejarlas al día. Revisar la situación de incidentes ocurridos o que su investigación aun no se haya cerrado de acuerdo a los planes de acción establecidos, y solicitar a las personas respectivas los documentos faltantes. Se recibe diariamente muchas personas que vienen por diversos temas asociados a temas laborales. Se lleva una buena relación laboral con todos ya que los sistemas de turnos tienen su stress natural. Lo mas complejo es que en algunos días faltan horas al día para poder terminar toda la documentación producto muchas veces de las auditorias tanto internas como externas.Lo que mas me gusta es que mi grano de arena que puedo aportar a la organización,es que se puedan salvar vidas y familias tranquilas en sus hogares.",el sistema de turnos 4x3 para los administrativos,Não há
468,Day at the Office,Cash Management Accounts Administrator,"Potgietersrus, LP",02-Jun-17,I worked with a diverse group of people.  It was quite an experience and very educating.  Conditions were hard but it was my job to make it easier for the employees on the ground.  It was my great pleasure to work with and for these great people.  I dealt with anything to make the operators life easier from HR to payroll.  I am very grateful to have had the opportunity to have worked at this great company.,Free food on public holidays, 
469,productive,Laboratory Technician,"Johannesburg, Gauteng",06-Mar-14,"We were protecting the residences of the company directors and controlling effective access to head office staff and visitors.I learnt a lot in terms of dealing with VIPs and customers. Management was good and organised, providing a effective leadership to the team. Co workers were motivated as the company was paying a better salary with other benefits that other security companies were not offering. The hardest part of the job is that it is streneous andrisk to protect the directors. The rewarding systemmade everybody comfortable to do his or her job.","Free lunch, laundry and access to the gym",lack of cooperation between pit formans and training department
470,productive and fun workplace,Intern,"Kathu, NC",02-Jul-17,Mondays is always a good day at work because normally it's a busy day.  I love to be busy the whole day because it means you are productive., ,Vulnerabilidade do mercado
471,Una empresa ideal para trabajar,Mantenedor Mecanico,Middlemount QLD,12-Mar-17,"Dont work for them, they have bad human relations skills and really dont care about their employees. Bully boy tactics.",home time, 
472,Relación de respeto mutuo y de aprendizaje permanente,Coordinador de Comunicaciones y RRCC,"Antofagasta, AN",07-Sep-16,"Un excelente ambiente de trabajo con los colegas directos y con los de otras áreas de trabajo, valorable el trabajo en equipo para solución de problemas, muy innovadora en todos sus procesos. Empresa muy preocupada por la seguridad de las personas y del medio ambiente, comunidades.", ,Supervisores muy osados que arriesgan al trabajador y empresa.
473,"Uma empresa que visa Saúde,Segurança e Produção.",Operador de Máquinas,"Thabazimbi, LP",08-Feb-13,So many challenges we face on daily basis specially because of the UNIONS tha is influencing employees negatively.Dispite the challages I managed to bring my teams together and starting to achieve incredible results.The hard part of this job is the preasure i get from both the managment  and the crews. When the management brings changes in standard and Code Of Practice the crews are always resistant to implemment.The most enjoyeble part of this job is when I get recognition and receiving presents as a best performer, ,Está prestes a sair do Rio de Janeiro para Belo Horizonte.
474,Ótima empresa para trabalhar.,Supervisor de Produção,"Johannesburg, Gauteng",08-Jan-15,Working for Anglo American is good except for the Global Shared Services division. Employees are given limited opportunities of development and the salary difference are very big among certain ethnic groups,"Free lunch, Parking", 
475,we have a soccer team and we play against other departments eg Engineering vs HR department its fun for any person of any age group,Electrician,"Rustenburg, NW",22-Feb-16,"My work consists of monitoring plant performance, and using basic engineering principles to optimize performance. I'm responsible not only for technical projects but production scheduling, working closely with operators and plant personnel.",Exposure to technical project work and very friendly people,none
476,Productive and fun workplace,Qualified Diesel Mechanic,"Rustenburg, NW",05-Jan-16,"A typical day at work is not possible to describe since the environment I work in is constantly changing hence, proposing new opportunities to improve and optimise the plant or process. However, I do have routine tasks to perform everyday consisting of trends meetings to review plant stability, and updating various spreadsheets accordingly. I have learned how to adapt to the working world and the various challenges it proposes. This has boosted my confidence and advanced my maturity. I have also learned many technical skills in dealing with the various facets of the plant and have incorporated my theoretical knowledge in order to gain a better understanding of everything. In terms of management, upon arriving at the plant I was immediately given a department to manage namely, evaluation.This department required sufficient attention everyday with a monthly presentation detailing the performance achieved. It required good management, communication and people skills and consisted of 4 shifts each with 4 employees. Overall, I was complimented for the way I managed the department. I got along with my co-workers and did not experience any conflict whatsoever. We managed to work together as a productive and motivated team always striving to do our best.The hardest part of the job firstly was adapting it to the environment which consisted of mostly male employees and being accepted in a male dominant environment. The second challenge is living alone very far from my immediate family members. The most enjoyable part of the job is that it is not routine and monotonous  more... work every day. Each day proposes new challenges.  less","No defined lunch hour, accommodation allowance",Bee
477,Productiveness and willingness to achieve its goals,"Pipe,track and ventilation","Middlemount, QLD",02-Nov-16,"Coal mine Culture, Not for everyone. Great wage, Lifestyle change is good for all. Dream job like all dreams they have an end",Served its purpose., 
478,Very nice company to work for,Employee Benefits Officer ( D1),"Antofagasta, AN",10-Nov-15,"Ingresé a esta empresa por Programa de Aprendices, puedo decir que en esta empresa desde el primer día se puede ver una buena relación laboral entre sus trabajadores, como también el grato ambiente laboral, es una empresa comprometida con sus trabajadores y puntual en lo que se propone. Dedicada y comprometida con sus metas.","seguros, convenios", 
479,trabajar 100% bajo presión para cumplir metas de producción descuidando aveces seguridad por producción.,operador maquinaria pesada,Northren Cape,26-Jul-13,"A very very safe  place to work at with a good communication amongs employees and management, i am a hard working person and am a safety officer and i enjoy facilitating my colleagues and the chalenges that i get on a daily basis and the difficult part was when i was moving to other section they didnt wanna accept me but due to my respect, loyalty, polite and kindness i managed to win their hearts. i love to participate in new and old projects and making difference.",Meals, 
480,Empresa comprometida e agradável,Supervisor de Produção,"Johannesburg, South Africa",06-Feb-14,The people working here are what makes it a great company to work for. A typical day at work could be quiet or extremely busy - depending on what the day brings. I had the best co-workers and I've learned a lot from all of them over the years., ,Hard conditions due to working on the mine.
481,"Ótima empresa, com grandes possibilidades de crescimento.",ADVOGADO PLENO,"Germiston, GP",09-Oct-12,"Team workplace was positive all times,care and respect was one of golden rules at  workplace.turn around  time were acchived without any difficulties even workload was high. workers were able to start with sample from begining till last step of analysis and that gave people ability to grow with a job, handle responsibility and build positive relationships with work colleagues at all levels.",free lunch were given, 
482,Highly technical environment,Engineering Foreman opencast mining,"Rustenburg, North West",06-May-17,Learned a lot about payroll and SAP.The hardest part was month end and the pay-run.Most enjoyable was the co-wokersUpdating and Maintaining payroll reportsProcessing and calculating leaves and terminations.,Medical and pension and bonusses,None
483,Working in Multinational exploration company,Geologist,India,05-Aug-17,"Enjoyed while working in Multinational exploration company with overseas exploration expert. Learnt necessary software, exploration technique, behavior to work with foreigners.",work on scheduling,Multitasking
484,Empresa muito saudável e dinâmica de se trabalhar.,Trabalho Temporário,"Catalão, GO",03-Nov-15,Trabalho do dia a dia bem tranquilos.Aprendi a ser mais comunicativo e a ter mais segurança no ambiente de trabalho.Direção e Gerencia bem atenciosos. Todos os colegas de trabalho são bem gentis.A parte mais difícil do trabalho é enfrentar o calor do dia a dia e a distancia entre as áreas. A parte mais agradável é o ambiente entre os trabalhadores., , 
485,ambiente de trabajo grato y solidario.,Practica Profesional,"Catemu, VS",30-Oct-15,Fue muy grato realizar la practica profesional aqui ya que los trabajadores siempre estuvieron disponibles para ayudarte y enseñarte siempre preocupados por la seguridad y salud de uno., , 
486,grato ambiente de trabajo,operador de perforadora,"Chañaral, AT",30-Oct-15,"una empresa con altos estándares de seguridad que se preocupa basicamente en el bienestar tanto laboral como personal de sus trabajadores.para mi una empresa Excelente y si tuviera la oportunidad de trabajar en ella no lo pensaría, simplemente lo aria .",todo funciona como debe ser,no encuentro contra
487,Productive,Snr. ACC. ASSISTANT,"Witbank, Mpumalanga",30-Oct-15,having a positive mind set to reach target everyday. and feeling good when achievedwhen the work flow is high all of us is commited to bring it down even if we need to work overtime. people is fun to work with and a good team work.,team building,working overtime some month ends
488,Gained a helicopter view of how a company operates,Executive Manager,"Johannesburg, Gauteng",30-Oct-15,"In my role as an Executive Manager, I interacted directly with the Company CEO and its Executive Directors I was responsible for presenting various project portfolios for approval to the Anglo American Board in South Africa.", , 
489,Empresa que valoriza o trabalhador,Geologo,"Goiânia, GO",29-Oct-15,Empresa que fornece as condições adequadas para que o funcionário consiga atingir as metas e objetivos propostos.,treinamento profissional,horário nnao flexível
490,Empresa dinâmica,Estagiário de Planejamento e Controle da Produção,"Catalão, GO",26-Oct-15,"Trabalhei como estagiário no PCP, tive a oportunidade de aprender muito sobre planejamento e controle da produção onde pude incrementar e realizar ferramentas utilizando excel. Empresa muito boa pra se trabalhar devido a proximidade dos gestores com o pessoal. A parte difícil e devido as característica do processo deixando muita variabilidade na produção e consequentemente muitos imprevistos.",refeição no local,sem programa para estagiários
491,i am learning new technology,Electrician,RUSTENBURG,23-Oct-15,"I am gaining a lot of experience, maintaining safety, hygiene and housekeeping. maintain and repair electrical systems on production equipment. monitor machine operation and ensure that the machine history cards are updated", , 
492,una empresa con gran prestigio.,operador de maquinaria pesada,"Santiago de Chile, RM",20-Oct-15,"Empresa con compromiso con el medio ambiente y compromiso con el trabajador... preocupación por los trabajadores... compromiso con la familia de los trabajadores.   En aprendizaje año a año. evaluación de conocimientos para ascenso con conocimiento pleno de equipo de operación y seguridad ... un gusto haber aprendido a operar equipo minero, equipo de alto tonelaje.",cambio de temperatura.,fecha puntual no poder asistir alguna reunión de mi hija.
493,Empresa muito boa para se trabalhar!,Coordenador de Operação de Mina,"Conceição do Mato Dentro, MG",20-Oct-15,"É uma empresa com um clima organizacional muito bom, e que investe muito nos funcionários.",A empresa investe muito nos funcionários,A liderança da empresa sofreu muitas mudanças nos últimos anos.
494,"Ok, some good things some bad",Mine Surveyor,"Moura, Muswellbrook and Middlemount",18-Oct-15,"Work is all about the people you work with. If your lucky enough to be in the boys club youll go places, if not you might as well quit and save your sanity!!!!!!!!!",money,isolation
495,Typical Day At Work,Chief Geologist,"Thabazimbi, LP",17-Oct-15,Work on the mine is always intense but is fulfilling for me. The work for the day is planned every morning preceded by a safety talk.,one is allowed to express oneself,no work and family life balance
496,The Anglo Group of Companies is a good Company to work for.  Unfortunately the  economic climate and IR issues has taken its toll on the Industry.,Various Temp Assignments,GP,16-Oct-15,"I had the honour of many temp assignments in the Anglo American Group.  The positions varied and i had exposure from Quality document control, Personal Assistant, HR & building the CEO's Outlook database.  I met and interacted with many people in this time and many role models.",As per previous,As per previous
497,The Anglo American Group of companies are good to work for.  Unfortunately the economic climate and IR issues have taken its toll on the Industry.,Risk Co-ordinator,GP,16-Oct-15,"My job was not only my job but was my hobby and passion and I enjoyed it most of the time.I Worked amoung Qualified and Professional persons and always stood in awe of their knowledge and experience. I was honoured to be part of their team.Each Project was unique so learning was a never ending experience. Change was also an absolute to be embraced.The economic climate changed our project pipeline to almost non-existent and the work load which once provided job satisfaction by keeping you constructively busy, was now almost non-existent.","Safety training, Lunches, Many awareness campaigns, Training","Long hours, politics"
498,Great organization that looks after its people,Project Engineer,"Witbank, MP",09-Oct-15,The organization had in place great development and support structures for graduates to develop within the organisation. It looks after its people at work and their well being beyond the work place., , 
499,Great place for learning,Junior Engineer,"Rustenburg, NW",09-Oct-15,"I learned a lot about the mine health and safety act and it's application in the mining industry. The practical experience was amazing and how everything from the COPs, Standards and Procedures is put into work is mind-opening.",Great experience,Appointment not guarranted
500,I gained relevant experience of the corporate environment and gained experience as the only female in a male work enviromment.,Desktop Support Administrator,Harare,08-Oct-15,Providing IT support services and computer software training to Anglo American head office and more than 20 subsidiary companies. It involved hard work and required extreme efficiency in all respective IT areas.,Good working enviroment and salary package,None
501,Fast Paced Environment,Rock Truck Driver and Mine Surveyor,"Tumbler Ridge, BC",06-Oct-15,"Stable working environment, friendly co-workers and knowledgeable Pit Shifters. Worked 7 Days on and had 7 Days off. Shifts were 12 hours with added time for driving to and from the mine site. Would go back in a heart beat if opportunity arose",Paid Lunch,Laid Off
502,Excelente ambiente de trabalho,Engenheiro de Manutenção Elétrica,"Barro Alto, GO",29-Sep-15,Empresa propicia várias oportunidades para aprendizagem e também treinamentos para seus empregados.,Boa convivência dos empregados,Empresa fica distante da cidade
503,Uma ótima empresa,Estagiária,"São Paulo, SP",28-Sep-15,Uma empresa com ambiente agradável onde o funcionário se sente muito bem.,ambiente agradável,estagiário não tem muita credibilidade
504,Working in Multinational exploration company,Geologist,India,05-Aug-17,"Enjoyed while working in Multinational exploration company with overseas exploration expert. Learnt necessary software, exploration technique, behavior to work with foreigners.",work on scheduling,Multitasking
505,Productive,Programador de Manutenção,Rustenburg,23-Sep-15,I enjoy working here as everyday comes with its own challenges. I learned to look and treaty every aspect of my duties independently. I also managed to improve my leadership or management style by acting on my supervisors' positions occasionally., , 
506,Empresa muito organizada,Lead Open Pit,"Niquelândia, GO",13-Sep-15,"Empresa muito agradável e com boas relações com seus colaboradores, possui uma cultura muito amadurecida em suas relações com a sociedade, funcionários e clientes.",Large and diverse mining company to hedge against single comodity fluctuations in demand and price,Large and complexed company structures with joint venture partners
507,Ambiente muy acogedor y con disposicion a ayudar,Risk Practitioner,"Catemu, VS",04-Sep-15,"Un excelente ambiente de trabajo con los colegas directos y con los de otras áreas de trabajo, valorable el trabajo en equipo para solución de problemas, muy innovadora en todos sus procesos. Empresa muy preocupada por la seguridad de las personas y del medio ambiente, comunidades.",To learn each time with each scenario because each case has its own merits,n.a.
508,Home away from from home,Supervisão de segurança patrimonial,"limpopo,THABAZIMBI",02-Sep-15,"1. Sometimes enjoyable, depending on the people encountered during the day.2. I learned that this type of a job needs one to have knowledge on legal aspect, company policies and procedures.3. Management differs from one person to another. It's like some of them are not having self-confidence and support to the juniors while some do some follow ups on reported matters by juniors against some other HOD's of the other departments.4. Some of the co-workers are not team-building, creative and willing to do the job while others are.5. The hardest part of the job is when dealing with rude people (employees or visitors), attending hearings or court of law.6. The most enjoyable part of the job is when dealing with friendly people (employees or visitors) who understand the procedures under which you work.", , 
509,Buen ambiente laboral,Departamento Comercial,"Nogales, Valparaíso",28-Aug-15,"Typical day at work would be high pressure to perform, high quality and accuracy expected and KPI standards met.I learned time management, accuracy and speed, emotional maturity, appropriate ways to communicate with clients and above all team work.Management were more involved with the grander scheme of things, leaving workers on the floor to do their jobs, no supervision has ever been required as the work environment is professional and everyone knew their roles and responsibilities.The hardest part of the job would be ensuring the client got what they wanted and simultaneously ensuring that they understand procedures and limitations.The people and open-office environment, as well as the satisfaction of service delivery within or above expectations.",Grandes oportunidade de crescimento para jovens e adultos,Demissão de funcionários
510,Productive,ICT Assistant,Mogalakwena in Limpompo,26-Aug-15,"Every day presented new challenges. You learn a lot from your team members as you work together to resolve issues and find different and better ways to do things. Management reporting is very interesting, fun and challenging since the Management teams are always focussing on diffent issues which meant we had to come up with innovative ways of presenting the information to keep up with their demands.I learned a lot about presenting information to management. The co-workers were supportive, helpfull and also always open for suggestions.The toughes part for me was keeping up with the ever expanding demand of management for information.The most enjoyable part was keeping up with the ever expanding demand of management for information because it forced you to keep an open mind and stopped you from taking things for granted",I was able to tell my manager my views,They needed us to further our studies
511,Safety officer,engenheiro de segurança do trabalho,Moranbah,25-Aug-15,"A Anglo é uma excelente empresa, valoriza e se preocupa com o funcionário. Ótimo ambiente de trabalho e os benefícios oferecidos são bem atraentes além do salário acima da média do que é pago no mercado. Super recomendo.",procedimentos de segurança, 
512,Muy buen ambiente de trabajo,"Payroll Admin & HOD Secret, Training Co-Ordin","Nogales, VS",24-Aug-15,"I will be part of team, I will put my effort to these company. I know these is the gold company security is tidy. I am hardworking person I need to be wise and be careful to my job I have to be patient. I have to understand each other in working industry.","I loved working for Anglo American Thermal Coal, it was a good experience",Retrenchments and no job security
513,Anglo American is a great company to work for but most skills are under paid,Diesel Mechanic,Rustenburg,21-Aug-15,"Anglo american is well stable company,I am working as an IT assistant.I am helping the technician when there is any employees moving with their electronic staff within the office building",None,12 hours
514,Emprea que investe nos colaboradores,Ventas Corporativas,"Conceição do Mato Dentro, MG",20-Aug-15,"Empresa dinâmica, onde tempos muita autonomia. Bom ambiente de trabalho e cultura bem definida. Empresa muito boa de se trabalhar onde temos muita liberdade de colocar nossas idéias e ações em prática.",Una empresa con las de 50 años de experiencia en la capacitación de idiomas, 
515,10,SNR PROCUREMENT OFFICER,Barro Alto,16-Aug-15,"I have learned how to deal with difficult people and have care and respect to everyone.The management is very supportative e.g studyingI work with friendly people, i feel like they are my familyMonthly reporting is the hardest part of my workI enjoy solving queries", , 
516,Safe and Productive Work Place,Técnico em Operação,Rustenburg,14-Aug-15,"My goals and ambition are the function in a creative and stimulated environment, to do every task with enthusiasm and to the best of my abilities. I am a hard worker and enjoy challenges; I always try to better my deadlines. One of my strong points is the ability to motivate and drive my fellow staff members and also to take control of situations, for the benefit of completing the tasks at hand.I am a people’s person and enjoy working and dealing with people.I believe that a person is born a leader working and dealing with people. I feel I can therefore make a valuable contribution to the growth of any companyI believe in providing world class customer service on a first time basis as this builds excellent business relationships. I am self-reliant and capable for independent work. I possess the ability to communicate internally / externally and at an executive level","Vale refeição, alimentação. Transporte de boa qualidade.", 
517,Ambiente de trabajo muy bueno,RIGGER,"Chañaral, AT",13-Aug-15,"Multi Nacional de primeira grandeza com politica voltado a seguranca , meio ambiente e integridade as pessoas  .",free tickets to sports games,Artisans working without assitants
518,Excelente empresa para trabalhar,instrument mech,"Catalão, GO",10-Aug-15,"Deadline for payroll closing and you still have outstanding documents to submit, I have learned that one should not always to wait for the last day to submit as it is easy now to make lot of mistakes, I always managed to complete tasks by prioritizing them, knowing what is important and what is urgent.", ,8 hours per day work
519,interesting and challenging,ANALYST,Tumbler ridge,04-Aug-15,"É uma empresa do ramo de mineração de grande porte.Aprendi a lidar com conflitos, a ser um lider de equipe.Temos uma transparencia muito boa com as gerencias.Os colegas de trabalhos são todos amigaveis, sempre querendo nós ajudar.",free lunch,system problems
520,Empresa boa para se trabalhar,Safety Officer,"Belo Horizonte, ES",30-Jul-15,"a typical day is when you run out of staff,where you need to feel all the gaps,what you will know is that you need to take it slow inspired of too much pressures from the management.The most enjoyable part is when you Flo on what you are doing knowing all the people you are working with.", , 
521,"Mejorar los niveles en la administración, ya que generan divisiones entre sindicatos y empresa",Safety personnel,"Calera, VS",27-Jul-15,"in my book the best company to work for,workplaces are safe to work,communications and workplace cultures are very good,the hardest part of my job was the closer of kumba thabazimbi after 30 years",Free lunches,Long hours
522,Uma empresa com muita transparência na comunicação e valores com os quais acredito 100%.,mine overseer,"Rio de Janeiro, RJ",27-Jul-15,"Evaluación positiva, buen ambiente de trabajo, posibilidades de crecimiento y la posibilidad de trabajar en minería pero llevar una vida ""normal"" es muy valorable.","housing, underground allowences",Stabilty of the mine
523,I operating a tracdozer,ENCARREGADO DE LUBRIFICAÇÃO INDUSTRIAL,mokopane,23-Jul-15,"Working goodI' ve learned more things, because I 've work at store at workshop fixing machine and as a assistant driver and I was a fast learnerManagement were willing to develop all employeesExellent co workersMost enjoyable  part of the job is to work as a team the whole company", , 
524,"Productive, Interesting, Chalanging",Psychometric Intern (HR Graduate),"Limpopo, South Africa",23-Jul-15,"A typical day for me at work was going to work at 7:30. Having a nice cup off coffee with my friends. I had a good relationship with everyone, people new when there time sheets was with me they would get paid even at the last minute i would help people because i knew how important  there money were  2 them.In all my years working in Anglo American i have learned to really listen and help people. I had 2 manage all my different types of work load and 2 do it accordingly i always had a system 2 make my job easy so i dint make mistakes....check, check and double check because after all this was people money i was working with. The culture in my workplace was what made going 2 work nice every day. Everybody had respect for each other and when there was a problem among us it would be talked out in a respective manner.The hardest part of my job i would say was the impatient employees. And yes i would also calm them down and try 2 explain the situation 2 them. whatever it was that was bothering them.The part that i enjoyed the mos was when everyone would get there payslips at the end of the month. And then everything was 100% . There were never any pay queries and this made me happy because we worked together as  a team...","Free accessories, such as USBs, jackets etc. You receive your own work computer and do receive travel claims. Salaries are good",Long hours and long distances to mines
525,Working in Multinational exploration company,Geologist,India,05-Aug-17,"Enjoyed while working in Multinational exploration company with overseas exploration expert. Learnt necessary software, exploration technique, behavior to work with foreigners.",work on scheduling,Multitasking
526,las herramientas que facilitan las tareas diarias a realizar siempre se encuentran y eso hace que el trabajo sea grato,Metallurgist,"santiago, region metropólitana",21-Jul-15,"aprendí mucho de los trabajadores y ellos aprendieron mucho de misiempre hubo buena relación laboral jamas un insulto o falta de respeto, logre muchas cosas gracias a la gerencia que creyeron en mi y en mis propuestas.la parte mas dificil del trabajo jamas fue nombrada por que lo dificil era lo mas grato a realizarllegue recién egresado al trabajo y me fui con un magister en tratamiento de aguas residuales y potable ( la información fue reciproca así que el magister son de todos aquellos que aprendieron y me enseñaron).",seguros bonos etc.,Vaga temporária
