,review title,job title,job location,date,description,pros,cons
388,Excellent Personnel,Safety Officer,Brockman 2,"June 4, 2015",Supporting all department within Production/ Maintenance and Fixed Plant.Being away from the family.Seeing the results from my hard work, , 
389,"Poor management, toxic relationship with their workers.",Operator,labrador City,"June 3, 2015","poor management, planning, and organization. They do everything possible in Iron Ore Company  to make people upset and scared  for their job, accident waiting to happen.",Decent wage,have to work 84 hours in 7 days if you don't get forced for an extra 4 or 5 besides your 7 days.
390,Productive,Multi Skilled operator,Queensland,"June 3, 2015","12.5hrs shift split roaster day/nights very busy pit with a lot of machinery working close ,To interact with other work mates to make the every day task safe how to operator machines more productively How management roll plays a vital part in the mines progressTo have a good working relationship with co-workersTo be away from family and friendsTo train someone new to operate heavy machinery  and see them progress forward",Fly In Fly out,Long Hours
391,overall good work place,Operator/Trainer,karratha,"June 2, 2015","Rio tinto Pilbara operations is more a life style than a job.Good place for family orientated people has a great roster 5on, 5off...If you don't mind the heat.",have just as many days of as worked,Heat and job scurity
392,A Mining Company,Superintendent Safeworking and Compliance,Pilbara,"May 25, 2015",A mining company that owns a Rail business.Requires strong and knowledgeable Supply Chain Managers to optimise the rail network and above rail assets,Excellent remuneration, 
393,Excelente Clima Laboral,ASESOR SENIOR DE HSE,"Cajamarca, CAJ","May 20, 2015","Formamos un equipo de trabajo muy dinamico, el clima laboral era muy bueno y las condiciones de trabajo tambien.Mi Jefe una persona muy Proactiva, y con muchas cualidades, digno de copiar.La parte mas complicada era las negociaciones con la Comunidades.Lo que mas me gusto fue que puede compartir experiencias laborales con profesionales muy capaces y buenos en su materia.Fue una gran experiencia.","Contaba con todos los beneficios de ley, con Bonos por desempeño y viáticos al 100%", 
394,big company plenty of opportunity,All Round Machine Operator,"Tom Price, WA","May 15, 2015",big company plenty of opportunity easy targets less pressuregood machines management easy to work with great team environment managing work instructions with two separate teams plenty of opportunity furthering career,big company,slow days
395,Enjoyed the work and working with my fellow workers.,Maintenance Fitter Heavy Equipment,Weipa north Queensland,"May 14, 2015",Learnt a lot. Seen the benefits of a good workshops well supplied with tooling and equipment. Most enjoyable aspect of the job was seeing projects through to the end and seeing a high level of reliable maintenance work being carried out.Hardest part of the job was leaving.,Working with well supplied and set out work place.,Understanding the logic of a large company
396,Big family culture based around teamwork,Human Resources Officer,Perth,"May 12, 2015","As part of the Graduates, Leadership & Diversity Team, my core responsibility was the management and facilitation of the 2013 Graduate Inductions, which included events management, presentation creation, point of contact for graduates, trainers, supervisors and speakers.During my time at Rio Tinto, I gained a strong understanding of the corporate working environment and culture. I also gained specialist knowledge about the mining industry and the company's many functions and top down managed corporate structure. Events and time management were two key areas of growth for me throughout the Inductions. Having such a diverse range of responsibilities from creating the powerpoint presentations, to organising training sessions and venue booking, allowed me to expand these skills. I was lucky enough to be part of a productive, hard working and tight team, which was made up of myself, a graduate and our supervisor. All of my co-workers were extremely friendly and supportive. I really felt like I was part of the family after such a short period of time.The hardest part of the job was learning to multitask and juggle a number of duties at once. However, I'm grateful for it because multitasking and time management are now two of my strong points.The most enjoyable part of the job was the diversity of the role and being able to help graduates begin their prosperous careers.","Great people, Great environment",Don't have many operations in the U.S!
397,Good company to work for,Mechanical Maintainer,"Dampier, WA","May 11, 2015",I enjoyed working in the Pilbara for the last 9 years. It was a wonderful area to live and work. I learned a great deal about the mining industry., , 
398,Overall good company but hires and fires too frequently,Engineer,"Salt Lake City, Utah","May 8, 2015","The company provides a great work life balance. There are occasional projects which require overtime or odd shifts but these are rare unless you take a role directly within operations.  Like with any engineering job in the mining industry there is no single job you would do. You would be doing anything from day to day data analysis, project work, testing, modeling, or fieldwork. Since there is such good compensation and benefits you work with a really great bunch of people. The work is pretty exciting you will generally have an interesting project or two to work on.My gripe with the company is that mining is a very volatile industry with great highs and horrific lows. Great management fights pressure to go crazy with hiring and capital during the highs and to cut too much capital and people during the lows. In this regard I think Rio Tinto has absolutely horrible senior management. The last two CEOs have given in to the pressure to expand/reduce like they are puppets. Keep in mind the next couple years will be bad years so there will be little chance for advancement. There will be much better chances as metal prices increase. Another potential downside is you will generally be expected to relocate throughout your career.The bottom line is it is a good company to work for but you will need to be fully prepared to suddenly lose your job. You may want to rent instead of buy any property. And keep 6+ months of salary in the bank.","Great coworkers, great compensation",Very low job security
399,Good place to work,Analytics Consultant,"New Delhi, Delhi","August 26, 2018",Good place to work Salary & Perks are goodLeadership is excellentWork life balance is excellentJob InsecurityCareer growth/opportunities record is dismal, , 
400,Riotinto is a good company to work for,SECURITY AND EMERGENCY RESPONSE MANAGER,"LIMA, PERU","May 7, 2015",Rio tinto wasa good company to work for and one of the best minning companies in the world. The companies leadership needs to understand better how to work in latin america, , 
401,its a place of work,Lead Diesel Mechanic,utah,"May 6, 2015","its a place of work, wish I could say something nicelot of talk about safety but doing it is an other thing no sick days, hard to get time off,",pay,"management, shiftwork, co-workers"
402,Positive management skills experience,Field Engineer,WA,"May 1, 2015","Good field experience and construction management work.  Learned skills such as quality control/assurance, contracts, scheduling, health & safety, and construction", , 
403,Productive,Training Officer,West Angelas,"April 30, 2015",Hardest part is managing work & family.Miss so many things with family.Enjoy the challenge of being organized & helping people achive there goals.,good money - get ahead finacially,"Long hours, away from family"
404,Good worklife / lifestyle roster,Electrician,Pilbara,"April 25, 2015",Electrical maintenanceLearned how to fault find in a breakdown situationCo-workers i did encounter were all very good peopleHardest part about working for Rio Tinto was the fly's and working in 40+ Celsius, , 
405,Productive well balanced work place,Asset Management Support Team Leader,Mongolia,"April 23, 2015","A great company to work for. Very diverse, and it prides itself on best practice. They respect the environment, and generally have a safe work place and employ even tempered, knowledgeable people.","A great company to work for. Very diverse, and it prides itself on best practice.", 
406,t,Administration Assistant,Perth,"April 21, 2015","Great organisation to work was offered a position with Rio Tinto which I really enjoyed, Rio Tinto was a fun environment to work for.If I had the chance to go back I would.", , 
407,Mécanicien véhicule auto-propulsés,Mécanicien,"Shawinigan, QC","April 16, 2015",Réparation et entretien des véhicules destinés aux opérations de l'aluminerie. Collaboration avec le soutien technique et superviseur.Remorquage dans les salles de cuves est l'aspect le plus difficile où la sécurité est de rigueur., , 
408,Enjoyed working there in Republic of Armenia.,Specialist mining engineer-Life of Mine Planning,Perth,"April 15, 2015",AGRC is really a good place to work and the people i worked with are very dedicated and determined.i Learnt sincerity in work and to be loyal with work.,Good workforce,Cold environment
409,very fun working invioment,multiskilled operator,QLD,"April 15, 2015","I liked flying every week on a 7/7 roster a lot of fun operating different bits of gear, meeting new people and feeling like a second home.",good food,no swimming pool
410,A good and friendly environment looking out for your team mates,Ore Car Acting Supervisor/Maintenance Fitter,"Karratha, WA","April 13, 2015",Family & Friendly work place as well as productive.The new upgrade that is about to be commissioned is state of high class technology.Management always talking about safety on the job.If the job is unsafe stop the job.Co workers are always there to give you a hand if requiredThe hot weather and fly's can be challenging but you get use to it.The beach across the camp a beautiful sight.,Production targets met we have bbqs,long days of 12 hrs
411,Has been a great experience.,Superintendent MME Fleet Maintenance Open Pit,Oyu Tolgoi Mongolia,"April 7, 2015","I am currently a HME/MME Maintenance Superintendent in Mongolia and my whole goal is knowledge transfer to the Mongolian Nationals.  To share best maintenance practices, diciplines and a safe working culture are all in a days work. I have learned a tremendous amount about the Mongolian Culture and how much we need to teach them both in Mining and in Life so they do not repeat the same fatal mistakes we have made in the western 1st world especially when it comes to safety. I work with a great team of Expats from all over the world as we all share our prior mining and life experiences with the Mongolians. The hardest part of the job is convincing the locals that wearing seat belts will save lives, using your harness and lanyard when working at heights will save your life and so on.  The locals still live in a culture where the children are still standing on moms lap in the front seat of their car and workers are still walking accross steel beams 100-feet off the ground with no fall protection. The most enjoyable part is watching how far the teams have grown in such a short amount of time but have much further to go.",Nice camp accmodations at site.,Fixed term contracts!
412,Rio Tinto,DBA,UT,"April 6, 2015",I am working with Rio Tinto since June 2013. Excellent working environment. Full support from management. It is an excellent place to work. i spent very good time here with my colleagues., , 
413,Safe and Diverse Workplace,SUPERVISOR MEM PROJECTS AND OVERHAULS,Pilbara,"April 5, 2015","Rewarding with improving reliability and overhauls. Some great people to work with.Best part was getting to work with a variety of machines and people from engineering, planning and mining.",The roster,"iron ore price drop, cut backs leading to redundancy"
414,Amazing!,Mining engineer,WA,"April 1, 2015","A great company to work in, amazing people and outstanding professionals. I would recommend it to anyone. It is definitely a company that dreams big and is always pushing for innovation and new technologies.", , 
415,Emergency Management Officer/Medic,Emergency Management Officer/Medic,"Brockman, WA","April 1, 2015","2/1 Roster Day/Night Shift Work Emergency response to sick/injuries. Daily Drug & Alcohol Testing on site. Manning Medical Centre on site and at Village/Camp. Audits to Medical Centre,Ambulance,Response Vehicles. First Aid Training on site and Training the Emergency Response Teams on site. Transporting Patients to local Hospital when required. Keeping Medical Records up to date. Reporting to Mine Managers, Health & Safety Superintendent, Emergency Management Advisor.",Great people on site and camp,N/a
416,Great Company sorry to leave,Planning and Strategy,"Pilbara, WA","March 30, 2015",In the growth phase of the supply chain upgrades. Putting together the jig-saw puzzle and watching the end result. Rio has willing workers and enjoy being involved in business improvement projects.,International company lots of opportuntities for personal growth,Complex political games
417,productive work unsupervised and supervision and training of staff,trainer assesor,brockman namuldi,"March 29, 2015",daily supervision of staff also training and assessing all staff.also drilling if required.most enjoyable part of my day is when I know I can meet production targets and get past almost every hurdle put in my way saftely for the shift and everyone goes home the way they come to work..., , 
418,En changement,Conseiller santé sécurité environnement,Québec,"March 28, 2015",Il s'agit d'une entreprise de classe mondiale géré principalement par des actionnaires. Il y sont véhiculés de bonnes cultures et le personnel y est très professionnel. Seul la précarité du marché créé un sentiment d'incertitude dans plusieurs sphères de l'entreprise., , 
419,Perception is reality,Saleryied Employee,Kennecott,"March 23, 2015",Long days at work and you  felt like you had to sneak out the door unless you was one of the cool kids. Superintendents were just a bunch of warlords and would fight among themselves.,Free lunches,High stress
420,Good place to work,Analytics Consultant,"New Delhi, Delhi","August 26, 2018",Good place to work Salary & Perks are goodLeadership is excellentWork life balance is excellentJob InsecurityCareer growth/opportunities record is dismal, , 
421,Rio Tinto good place to work,Senior Civil Supervisor,Lima,"March 19, 2015",I worked in Rio Tinto.Nice experience working in a huge company.Till that the dropped in the cooper price.In Rio Tinto was a reduction.  I was affected and 100 persons.,Good company,none
422,"Good safety culture, career path promoted.",MAINTENANCE FITTER,Nhulunbuy N.T,"March 17, 2015","My daily tasks were inspection, maintenance, and repair of fixed plant equipment and that covered, conveyor systems, crushing, mills, screens (wet and dry), chutes, reclaiming, stacking, and train loading. the work involved shutdowns team supervision, and critical plant equipment changeout. I had to utilize my skills in diagnosis/ fault finding, rebuilds (gearboxes etc.) to installation and line-ups. my skill set also involved being computer literate in; S.A.P, Mimms, Ellipse, Linkone, and proficient in Microsoft. I enjoyed working in a team or Autonomously.","Job Variaty, work balance",Remote Location
423,Very structured systems and processes,Finance Analyst,"Brisbane, QLD","March 15, 2015","Rio Tinto is a fast paced,well structured organisation with highly skilled professional workers. Their systems are well in place, and focus on security in the workplace. It is a very reputable company and pays its employees very well.",High paying company,Job security
424,Great teams and latest technologies used (good work ethics),SUPERINTENDENT MINE SUPPORT RIO TINTO WEST ANGELAS,M15,"March 15, 2015","I have worked within the industry for many years in a leadership role (quarry manager) having responsibility for workplace safety, production and meeting budget targets. Completing all reporting and directing and managing large teams in all facets of mining and quarrying activities to ensure everyone is working towards the same goal. I enjoy working with teams in remote locations and meeting the daily targets in the safest possible way to ensure all people go home safely at the end of their swing.I'm a team player and enjoy the daily challenges that arise within the industry and i thrive on achieving success in all areas.", , 
425,World class progressive mining company,Supervisor Asset Management Shovels & Drills,"Salt Lake City, UT","March 12, 2015","The alarm clock is set for 3:15 am to be to work for a 4:30 start time for a shift turn over communication meeting. Right on the dot at 5:00 the crew is there ready for a briefing on the last twenty four hours, safety issues covered and any relevant items covered. Crew assigned to any assets that needed maintenance repairs. High two way radio and cell phone traffic during a thirteen hour shift maintaining the mines shovels and drills, It is a very dynamic environment and the size and scope of the mine and equipment is almost beyond description.",Great benifits,Long shifts
426,"Excellent work invironment, pleasure to work there",Fixed Plant Projects Supervisor,"Brockman, WA","March 12, 2015",Fantastic place to work with all the support and encouragement one could hope for to not only complete your tasks but improve yourself as well,Training readily available to keep standards high,"Iron ore price drop, cut backs leading to redundancy"
427,good place to work,millwright 1st class,"Boron, CA","March 8, 2015","Good company to work for. Reasonable pay , great people to work with. Every day is different. Just fix whats broke and keep the place producing.","people, pay",benifits
428,well managed company,"Team Leader, Technical Operations",northumberland,"March 7, 2015","The job was different everyday when I started I checked my emails to see if any urgent work came in if not I planned the work for a small team doing pm's, then I attended morning meetings with the management. The hardest part of the work was dealing with the extreme heat and having to cope with the work load when I had 2 people on long term sick. But the work was challenging and in the most part enjoyable with a great workforce.",working with so many different characters,all the uncertainty about the closure of the company
429,Excellent workplace and fun project to be apart off,Client Construction Representative,Western Australia,"February 22, 2015","working on the Nammuldi project owners team was a fast paced and challenging environment, this was an excellent career choice and i was proud to be a part of the delivery team.working as the client representative for the project, it was my role to oversee the whole project and the day to day activities of the three EPCM's delivering their SOW whilst reporting directly to the project manager and assisting the package engineers to ensure all aspects of the construction were executed in a timely manner to the schedule and all works constructed to the relevant standards.",Great work colleagues and working environment, 
430,Excellent company to work for.,Senior Security Officer,"Lac De Gras, NT","February 17, 2015","Rio Tinto takes pride in taking care of their employees, they provide an exceptional employee benefit program which in turn gives the employee a sense of security at all times. Safety is the number one priority in all aspects of the company.", , 
431,Awesome place to work,Boilermaker Welder/ Fitter,Karratha,"February 16, 2015",Worked nightshift every shutdown that I was available for refurb maintenance and inspection of scrapers on conveyor belts port A and Port B, , 
432,Mining giant,Process Improvement Advisor,"Ulaanbaatar, Mongolia","February 10, 2015",One of the biggest mining companies in the world. Based in UK and Australia. Global multinational with international staff and good management with good programs for employees. Remunerations are above average and advancement opportunities are available. Has the pros of a big multinational where you can draw upon resources of many other mines and organizations for solving problems at your particular office or mine., , 
433,Good company but very stressful,Senior Benefits Advisor,Salt Lake City Ut,"February 8, 2015","Good company but doing a lot of outsourcing and offshoring of positions worldwide, leaving heavy workloads for remaining employees.  Too much work and stress for employees to be effective and to meet goals. Not a lot of room for advancement within own workgroup. Frequent change of management.", , 
434,"fun workplace , that focuses on saftey",Plant services Operator,"Nhulunbuy, NT","February 4, 2015",Enjoyable Place to work and  i am glade to have experienced .It is an inviting and rewarding life style in and out of work that is family orientated, , 
435,Management very poor and payroll dishonest.,"Underground Planner, Hydrogeology",Diavik Diamond Mine,"January 29, 2015","Very poor management, lack of leadership and managers fail to take responsibility for their actions including the enforcement of standard operating procedures.  Management, also failed to provide adequate staff to do the work required and bullied when additional work was not done.  This is exemplified by the very high turnover rate.Payroll was dishonest in not providing documentation that was in accord with pay stubs and committed a fundamental breach of the separation agreement.",the 2 weeks in two weeks off was attractive,Long hours and lack of leadership by technical services superintendents and managers.
436,On site construction supervision duties,SMP Area Manager Piping Advisor / Supervisor,Anywhere worldwide,"January 26, 2015","All SMP management aspects in constructionSupervised Steel Structures erecting and Mechanical equipment installation, float cells, cyclone cluster and other process equipmentDetail design and data collection of existing plant for future design workOn site drawings produced and sent to H.O. for design workLiaised  with Client regarding on site requirementsand advised H.O.Chase up on Purchase OrdersDaily meetings with the ClientMonitor daily progress on siteSupervise installation of all piping for the Process plantDaily communication with the Site/Senior Construction Manager Redesigned and rerouted piping is various areasDaily meetingsProgress controlSetting out target dates",Job satisfaction,Long periods away from home
437,Productive and fun place to work in with a nice organisational culture,Credit Administrator,"Montréal, QC","January 20, 2015",A tipical day at work in the Commercial Finance group is never tipical. There are always new complex problem appearing and we have to place them in order of priority adn then solve them. The culture is good with a good work / life balance., , 
438,Nous étions des sou contractant,Cuisinière en cafétéria,sorel tracy,"January 15, 2015",Le matin je devais préparer le dîner ainsi que le souper de la journée soupe salade repas principal pour environ 200 personnes et ca a tous les jours ainsi que le dessert j adore cuisiner c est une passion pour moi mais surtout d apprendre a tous les jours quelques choses de nouveau., , 
439,Rio Tinto/Energy Resources of Australia Ltd was a very good place to work.Leading and supervising a team in a dynamic and challenging environment,opn pit mine supervisor and contract supervisor,"Jabiru, NT","January 14, 2015","A typical day at work is Assisting in developing and implementing work plans on a daily basis so that the team objectives are clear and the focus of zero harm.What you lean is something new ever day.Management . Managing the planning team to develop daily, monthly and annual plans to specific site standards and protocols.Your co-workers. Working as a team.The hardest part of the job was getting the other crews to set you up for success.The most enjoyable part of the job was seeing every one happy and going home safe every day and reaching the targets set.", , 
440,Challenging Work Environment,Communication Consultant,Bhopal,"January 6, 2015","Its a very horizontal organisation yet its hounded by immense amount of politics, peer groups are very insecure and poor team management. The micro management done by the C level execs will challenge you to give your best every day, but too much of it kills the thrill. Peer group insecurity is a deterring factor in the performance as one doesn't get the requisite support from the team.", , 
441,Good place to work,Analytics Consultant,"New Delhi, Delhi","August 26, 2018",Good place to work Salary & Perks are goodLeadership is excellentWork life balance is excellentJob InsecurityCareer growth/opportunities record is dismal, , 
442,No job security or alcohol,OPERATOR - UNDERGROUND CREW,broome/kimberly WA,"December 30, 2014","12hr shiftsWorking in a block caveGood management but always changing on a regular basisGood bunch of blokes even the contractors Watching people come and go, been 3 major culls in the 3 years ive been employed with maccas and rio tintoThe 2n2 roster and the weather.",Roster,No alcohol
443,Great place to work but it was time for a change.,HD Mechanic (FIFO]Break down fitter,Argyle Diamon Mine,"December 27, 2014",Morning meeting get your jobs plain your attack check it over safe start.How to work under pressure doing break downs. Lissen follow your procedures be safe no problems.Work as a team every thing works out easier.When you struggle to fix a fault.When you fix a big fault through  trouble shooting., , 
444,Solid returns,HME Maintenance Supervisor,Pilbara region,"December 19, 2014",Supervising a crew of 30 mechanics to maintain mobile maintenance fleet, , 
445,Safety high Priority at Rio Tinto,Operator,Brockman 4 near Tom Price FIFO,"December 13, 2014","Work roster and conditions are excellent. Flights are direct to site. Most management are very helpful and accommodating when necessary. Work colleagues are mostly cooperative and helpful, occasionally there may be a minor communication problem but rarely.",Accommodation and facilities are all excellent,Long hours and can be an isolated lifestyle at times
446,Buenos sueldos por encima del mercado,Analista de Contabilidad,"Lima, LIM","December 2, 2014","Rio Tinto Minera Perú Limitada S.A.C. es una gran empresa, con profesionales de primer nivel, y sueldos acorde a las funciones que son muy bien valoradas, buenos beneficios y gran ambiente de trabajo.","Buen trato a los trabajadores, línea de carrera, buenas remuneraciones y beneficios.",Nada en contra.
447,Great place to work.,Warehouse Associate,"South Jordan, UT","November 30, 2014","Overall this is the best company I have ever worked for. Good leadership, very safe, competitive pay. The vacation and insurance packages are top notch. They provide the employees with everything needed to be successful. There is however a problem with some of the employees that feel entitled, but for the most part a great place.",Tools provided for success. Vacation. Benefits. Safe place to work.,Not the greatest pay. Whining co workers.
448,Driving a Haul Truck,Haul Truck Driver Operator C,"Herriman, UT","November 24, 2014","My typical day at work is simple, since I drive a massive dump truck in an open pit mine I back under a shovel and I dispose of the rock in the back of my truck. I have learned alot about mining and how it relates to the world, how much copper we sale and the high demand is obvious. I am not impressed with their management there, the turn over rate for truck foreman's is bad, not many care about the drivers all they care about is themselves and their bonus. I truly wish that our management was better it makes the atmosphere. Co workers are ok, they are all in it for themselves they won't think twice about throwing others under the bus up there. there is not good team ethics or morals alot drivers think the same, we need to have a revamp of the entire management body. The hardest part of this job is how rough it is on one's body, the holes are deep and it makes it for a very long work schedule, the shiftwork gets difficult also. the most enjoyable part of the job was the actual friends I made that are not fake people. I was in the military and I like structure not medeocrity, I like my family time on the weekends with my wife and kids this employer makes it hard on families with the set up of the schedule.",Exprience gained driving a truck,"Not enough breaks for rest, the roads are never repaired fully causes alot of stress on the body"
449,productive fun place with good people,Stockpile management eg,"emerald, Qld","November 16, 2014",maintain running of wash plant (chpp) learned coal processing and operate machinerymanagement was goodco-workers were good freinds and great to work withbreakdowns not so much but annoyingthe peolple were great to work with,great people,night shift
450,Remote and wonderful work in the Gulf of Carpentaria Qld,Field Technician,"Mt Isa, Gulf of Carpentaria","November 15, 2014","Logistics for remote camp, taking soil samples and gridding etc, cutting core samples, logging data, snatching soil samples when drilling. Was remote work where you could save money and look at the beautiful wilderness of the outback everyday. Hardest part of job was leaving it all behind when you drove to town. Co workers were mostly fun people and down to earth, supportive and caring. Management gave you lots of trust and encouragement.",free food and accommodation, 
451,Lots of different types of jobs,Equipment Operator/ Crane Operator,"Kitimat, BC","November 9, 2014","typical day in the crane for me was 8-9 hours in the crane doing various jobs but mostly delivering molten aluminium off to casting to be poured. I learned how to be patient cause things dont always go your way. With the help of co-workers made things easier, cant do the job right if you upset your co-workers.","benefits, car pooling, meeting and teaching new workers about the job",long hours.
452,"great people to work with, everyone worked together",Advanced Refinery process technician,nhulunbuy northern territory,"November 7, 2014","My Responsiability was operating and controlling 3 calciners and 3 Rotary Kilns, Oil and steam system, Silo system.I have learn't over my years of experience in the mineral refinery industry. to coordinate operators and personal on normal operating duties when working in the process. How to ensure all pernonnal in the area are working safely, The management at the plant i previously worked at, were supportive The most enjoyable part of my previous position was keeping the machinery going and ensuring everyone goes home safely.",free milk and coffee.,Hours of work.
453,I loved going to work.,Millwright,"Salt Lake City, UT","October 29, 2014","This was the best company I have worked for. My supervisor was great and the upper management was also very good. They were always asking what could be done to make things better and you would always see upper management out and about, not just hiding in there office.","Bonus, good people to work with.",Cold if you work outside
454,busy but rewarding,Supply Officer,west ageles,"October 26, 2014",iron ore mine in the Pilbara w.a.busy mining warehouse with lots of goods movement numerous skills required in daily  operations .long days but rewarding. working in a good work  environment sure helped.,good pay,long hours
455,Great family lifestyle even though living fifo,Heavy Machinery Operator,Tom Price WA,"October 23, 2014","My crew and the experience i had was amazing.I was given a great chance to progress quickly, arriving at the perfect time with little skilled operators available on my crew and a keen and positive attitude towards learning the mining industry and doing my job right, and safely ... gained me a headstart in the direction i wanted.Hardest part of my job was leaving my now, three year old son at home and flying away for 2 weeks solid, the rest of my job was not hard and came easy and flowed well if i used the skills and education provided ... i would love a residential job posting, to get the best of both worlds, but will make sacrifices also to headstart my family and our future any way i can.the thing i enjoy most about my last job is the experiences and people you meet and interact with day in day out.... we are not made identical or equal... and it was funny and character building being fifo with a close nit crew....",week solid home 2/1 roster. good crew,"the flys, the time away from family and the special occasions missed.."
456,Productive and able to work with various stakeholders of the business both on the mine site and off the mine site.,Medium Term Planning Engineer,"Perth, WA","October 23, 2014","A typical day at work would be running 5 year plans and liaising with Technical Services, Production Planning and the various stakeholders of the 5 year plans. I have learned to work with the numerous stakeholders of the mine plan.",Able to work on site and off site,Long hours
457,Productive and fun working place,Team Member,INDIA,"October 20, 2014","IS&T Global Reporting project is mainly into developing, updating & maintaining reports for client using SSRS with back bone of ETL system.Management:This project also has varied web application for Project Status Dashboards, Critical Incident Management, Ticket Management Systems and windows based applications like Task Schedulers utilized in the ETL process. Learned:As a senior software developer my role was to	Analyze and Build, in which I have to gather requirements from the client as a business analyst since I had good knowledge of the system. Thoroughly analyze the requirements and provide estimates. Proceed with the development of the application/reports using agile methodology. The development cycle was based on SCRUM methodology where we had to communicate with the Product Owner at regular intervals	Test and Deploy, in which I was expected to do unit testing & peer testing for the part built by fellow developers and provide assistance to team members in getting it deployed into the test & production environment.Hardest part of the job:	Support and Advise, in which I have provided 24 x 5 support to the project and provide suggestions and advise on optimizing the application performance and building new areas of development in the project .Most enjoyable part of the job:	Provide Training, in which I have provided training's to the new members in the Team.",Every quarter get together and fun at work place sometime.,Long hours
458,A challenging position,Senior Shovel and drill maintenance supervisor,Oyu Tolgoi mine Mongolia,"October 15, 2014","Language barrier was very hard to work with. Being a newer industry to the country, the population was unaccustomed to the safety culture that was expected of everyone.", , 
459,"Good place to work, safety is priority",Laboratory Operator/Metallurgist Technician,Kunnurra,"October 8, 2014",Learnt dogging and rigging and forklift drivingManagement value workersHardest part of job is heatenjoyable part is great people to work with,different experiences,Long way from civilization
460,Very structured company and HSE is in high regards,Inside Sale Representative (Contractual),montreal Quebec,"October 8, 2014",Very friendly work placeVery professionalHigh regards on HSEGreat Co-workersVery political,Flexible,Not many advancements oppurtunities and many contractuals
461,A wonderful work environment with Nurse and Gym on site.,Computer Support Analyst,"Montréal, QC","October 3, 2014","A wonderful work environment with Nurse and Gym on site. Friendly atmosphere.  Great team concept,", , 
462,Good place to work,Analytics Consultant,"New Delhi, Delhi","August 26, 2018",Good place to work Salary & Perks are goodLeadership is excellentWork life balance is excellentJob InsecurityCareer growth/opportunities record is dismal, , 
463,Coordenação de relatórios mensais,Secretária Executiva,"Rio de Janeiro, RJ","October 2, 2014","•	Consolidei relatório mensal dos diretores à Presidência, comunicando as realizações e prospecções dos negócios no Brasil à matriz, na Austrália, obedecendo aos prazos e padrão internacional de formatação e distribuição desse relatório.", , 
464,Bonne relation au travail,Inspecteur de l'ingôt,"Shawinigan, QC","September 19, 2014","J'ai beaucoup d'autonomie, je suis formé à plusieurs postes de plus avec les changements récents je suis maintenant instructeurs. Le plus difficile c'est le climat de travail dans la situation actuel ou l'avenir de l'entreprise est entre les mains des hauts dirigeants. L'aspect le plus agréable c'est d'être en plein contrôle de mes machines et de produire à pleine capacité.", , 
465,Exciting job assignment,Advisor - Asset Management,"South Jordan, UT","September 11, 2014",This was a wrong opportunity for me based on the culture. I was unable to stabilized into the culture.,Great asset management Vision,Poor management
466,well run organisation.,Development/Production Supervisor,West Agelas,"September 8, 2014","Very good site to be employed at, good Management team. Good camp and all-round top crew of people that work there",good well run organised well,cant say really
467,Excellent benefits and most areas are great to work. Large company that has some senior leaders that do not follow the Rio Tinto values,Manager-Contractor Management,"Salt Lake City, UT","September 2, 2014","Great place to work for 15 years, Most areas of the company are very well managed. Some areas especially in support teams are not managed well.","Benefits, security",Senior leaders not held to account
468,Une bonne entreprise au début mais,Opérateur de production / électrolyse,"Dunkerque, B4","August 31, 2014","Quand je suis rentré dans cette entreprise en 1991 c'était Péchiney les opportunités de développement ne manquaient pas et les mission dans d'autres unités aussi (démarrage , renfort ,..) Bref nous étions motivés puis ensuite nous avons été vendu a Alcan et ensuite Rio Tinto et au fil des années l'ambiance dans les ateliers c'est dégradée ( manque d'entretien des machines et engins ou mauvais choix donc pannes a répétition et de ce fait dégradation des conditions de travail ) pourtant je reste persuadé que c'est une bonne entreprise car j'aime mon boulot en particulier le procédé  nous sommes autonomes les salaires corrects seulement les investissement dans certains domaine n'arrivent  pas et chacun direction encadrement et opérateurs se rejettent la faute et crées un climat détestable .",cantine en continu,climat social
469,good place,Maintenace Supervisor,South Jordan,"August 21, 2014",They push the employees with degrees harder than they push the employees with time., , 
470,Long Term Employee,Environmental Proj. Coordinator/Admin. Assistant,"South Jordan, UT","August 17, 2014","Very busy each day, lots of work to do and workload was usually quite heavy.  I loved the guys I worked with and had a long term friendship with most of them.  Worked for many years, but the company does have a lot of layoffs in their history.  Usually Supervisor level bosses were great, but the higher ups were not as aware of the reality of what we did or its importance to keeping the company running.  The hardest part of the job was the workload, especially when they had layoffs or hiring freezes, because sometimes we were doing two jobs instead of one.Best part of the job is they pay very well for the market, give regular bonus' and incentives you can earn.",Bonus' and incentives you can earn and salaries,"Layoffs, Cutbacks"
471,Construction Safety Specialist,Construction Safety Specialist,Pilbara WA,"August 15, 2014","		EPCM and Contractor compliance management	Investigating accidents and incidents and preparing the required reports.	Contractor EPCM Safety Management plan reviews	Reviewing safety statistics capturing trends and implementing proactive safety programs.	Implement, maintain and develop our client's safety systems to all applicable regulatory and legislative requirements, manage and develop safety policy and procedures, ensure that all clients employees and other relevant parties are periodically briefed on current and forthcoming safety issues, and any changes to safety systems, policies and procedures, and ensure statutory reporting and investigation of accidents and incidents	Compliance auditing 	Statistical analysis of incident and implementation safety initiatives to ensure compliance.	Implement and reinforce RTIOEP HSEQ standards and work practices",Great job,Different sites
